# apertures (x>=0 half) from screen_pos.stl [aligned, manifold-clean], SI metres
# x y z nx ny nz r_ap
6.34118320e-02 8.38585859e-03 1.88506901e-02  -3.60817299e-01 -4.77160611e-02 9.31415082e-01  2.58191470e-03
6.37241308e-02 -4.62604396e-02 2.54259989e-02  -3.62594299e-01 2.63224801e-01 8.94001162e-01  2.48442085e-03
6.39462048e-02 -1.55339806e-05 1.88437696e-02  -3.63857914e-01 8.83893233e-05 9.31454460e-01  2.63349734e-03
6.36719330e-02 4.63000000e-02 2.54164901e-02  -3.62297290e-01 -2.63449903e-01 8.94055268e-01  2.49453206e-03
6.49644862e-02 -5.62851064e-02 2.92519646e-02  -3.69651999e-01 3.20265784e-01 8.72231178e-01  2.54107052e-03
6.49658890e-02 5.62780220e-02 2.92499581e-02  -3.69659981e-01 -3.20225473e-01 8.72242595e-01  2.50089780e-03
6.56482488e-02 -2.82684211e-02 2.19884787e-02  -3.73542651e-01 1.60849088e-01 9.13560868e-01  2.54358887e-03
6.56531158e-02 2.82784946e-02 2.19922429e-02  -3.73570345e-01 -1.60906407e-01 9.13539450e-01  2.50653937e-03
6.82144862e-02 -3.93436170e-02 2.54270911e-02  -3.88144703e-01 2.23867647e-01 8.93994948e-01  2.53351360e-03
6.84825390e-02 -2.04979798e-02 2.19923066e-02  -3.89669940e-01 1.16634790e-01 9.13539087e-01  2.59209593e-03
6.84825390e-02 2.05171717e-02 2.19947580e-02  -3.89669940e-01 -1.16743993e-01 9.13525138e-01  2.59084835e-03
6.82241308e-02 3.93604396e-02 2.54354925e-02  -3.88199581e-01 -2.23963369e-01 8.93947143e-01  2.48442085e-03
7.00143243e-02 -4.98250000e-02 2.92393699e-02  -3.98385894e-01 2.83507373e-01 8.72302842e-01  2.50565323e-03
6.99857628e-02 4.98425532e-02 2.92320345e-02  -3.98223378e-01 -2.83607252e-01 8.72344581e-01  2.53504187e-03
7.03674775e-02 -1.23980198e-02 2.19775687e-02  -4.00395358e-01 7.05455099e-02 9.13622946e-01  2.61760655e-03
7.03556065e-02 1.24173469e-02 2.19738602e-02  -4.00327811e-01 -7.06554825e-02 9.13644048e-01  2.57406762e-03
7.13239948e-02 -4.10721649e-03 2.19734853e-02  -4.05838002e-01 2.33703193e-02 9.13646181e-01  2.56282678e-03
7.13512259e-02 4.12323232e-03 2.19859945e-02  -4.05992948e-01 -2.34614504e-02 9.13575003e-01  2.59231212e-03
7.20052663e-02 -3.20593750e-02 2.54634559e-02  -4.09714479e-01 1.82419854e-01 8.93788030e-01  2.55107713e-03
7.19488147e-02 3.20526882e-02 2.54362262e-02  -4.09393266e-01 -1.82381805e-01 8.93942968e-01  2.52552755e-03
7.44219330e-02 -4.29500000e-02 2.92354248e-02  -4.23465464e-01 2.44388193e-01 8.72325290e-01  2.53478723e-03
7.44384165e-02 4.29593407e-02 2.92460450e-02  -4.23559256e-01 -2.44441341e-01 8.72264861e-01  2.48557060e-03
7.49114067e-02 -2.43684211e-02 2.54411021e-02  -4.26250600e-01 1.38657843e-01 8.93915224e-01  2.54220813e-03
7.49112947e-02 2.43531915e-02 2.54386871e-02  -4.26249963e-01 -1.38571186e-01 8.93928966e-01  2.52180397e-03
7.71219330e-02 -1.64315789e-02 2.54800963e-02  -4.38828633e-01 9.34967143e-02 8.93693345e-01  2.54154511e-03
7.71121504e-02 1.63543478e-02 2.54672328e-02  -4.38772970e-01 -9.30572644e-02 8.93766539e-01  2.49600242e-03
7.81966583e-02 -3.57109890e-02 2.92571654e-02  -4.44943888e-01 2.03197766e-01 8.72201585e-01  2.48540638e-03
7.83023678e-02 -8.24891304e-03 2.54212644e-02  -4.45545381e-01 4.69368323e-02 8.94028102e-01  2.49808144e-03
7.83349765e-02 8.23478261e-03 2.54367781e-02  -4.45730927e-01 -4.68564293e-02 8.93939828e-01  2.50615122e-03
7.81385997e-02 3.57611111e-02 2.92392447e-02  -4.44613530e-01 -2.03482964e-01 8.72303555e-01  2.47280705e-03
7.87377225e-02 2.63157895e-05 2.54222963e-02  -4.48022577e-01 -1.49738492e-04 8.94022230e-01  2.54610908e-03
